"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"310","rayyan-902924982","Genetic and hormonal mechanisms underlying sex-specific immune responses in tuberculosis",2022,NA,NA,"Trends in Immunology","1471-4981 1471-4906",43,8,"640-656","Gupta, M. and Srikrishna, G. and Klein, S. L. and Bishai, W. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L2019268846&from=exporthttp://dx.doi.org/10.1016/j.it.2022.06.004",NA,NA,NA,"Tuberculosis (TB), the world's deadliest bacterial infection, afflicts more human males than females, with a male/female (M/F) ratio of 1.7. Sex disparities in TB prevalence, pathophysiology, and clinical manifestations are widely reported, but the underlying biological mechanisms remain largely undefined. This review assesses epidemiological data on sex disparity in TB, as well as possible underlying hormonal and genetic mechanisms that might differentially modulate innate and adaptive immune responses in males and females, leading to sex differences in disease susceptibility. We consider whether this sex disparity can be extended to the efficacy of vaccines and discuss novel animal models which may offer mechanistic insights. A better understanding of the biological factors underpinning sex-related immune responses in TB may enable sex-specific personalized therapies for TB.","L2019268846 2022-07-28","10.1016/j.it.2022.06.004","adaptive immunity;adult;animal experiment;animal model;bacterial infection;female;genetic susceptibility;genotype;human;immune response;male;nonhuman;personalized medicine;prevalence;review;sex chromosome;sex difference;tuberculosis;X chromosome inactivation;microRNA;sex hormone;vaccine;Tuberculosis",NA,NA
"311","rayyan-902924983","Application of microarrays to the analysis of the inactivation status of human X-linked genes expressed in lymphocytes",2004,8,NA,"European Journal of Human Genetics","1018-4813 1476-5438 J9 - EUR J HUM GENET",12,8,"639-646","Craig, I. W. and Mill, J. and Craig, G. M. and Loat, C. and Schalkwyk, L. C.","",NA,NA,NA,"Dosage compensation in mammalian females is achieved by the random inactivation of one X chromosome early in development; however, inactivation is not complete. In addition to a majority of pseudoautosomal loci, there are genes that are expressed from both the active and the inactive X chromosomes, and which are interspersed among other genes subject to regular dosage compensation. The patterns of X-linked gene expression in different tissues are of great significance for interpreting their impact on sex differences in development. We have examined the suitability and sensitivity of a microarray approach for determining the inactivation status of X-linked genes. Biotinylated cRNA from six female and six male lymphocyte samples were hybridised to Affymetrix HG-U133A microarrays. A total of 36 X-linked targets detected significantly higher levels of female transcripts, suggesting that these corresponded to sequences from loci that escaped, at least partly, from inactivation. These included genes for which previous experimental evidence, or circumstantial evidence, existed for their escape, and some novel candidates. Six of the targets were represented by more than one probe set, which gave independent support for the conclusions reached. European Journal of Human Genetics ( 2004).","Times Cited in Web of Science Core Collection: 30 Total Times Cited: 31 Cited Reference Count: 44","10.1038/sj.ejhg.5201212","X-inactivation;sex-differences;gene expression;RNA HELICASE GENE;MENTAL-RETARDATION;Y-CHROMOSOME;MOUSE;ESCAPE;IDENTIFICATION;CLONING;CDNA;LOCALIZATION;ASSIGNMENT;Humanities;Humanism;Humans;Gene Expression;Lymphocytes",NA,NA
"312","rayyan-902924984","Vive la difference: Males vs females in flies vs worms",1996,NA,NA,"","0066-4197",30,NA,"637-702","Cline, T. W. and Meyer, B. J.","https://www.embase.com/search/results?subaction=viewrecord&id=L27014481&from=exporthttp://dx.doi.org/10.1146/annurev.genet.30.1.637",NA,NA,NA,"For 600 million years, the two best-understood metazoan species, the nematode Caenorhabditis elegans and the fruit fly Drosophila melanogaster, have developed independent strategies for solving a biological problem faced by essentially all metazoans: how to generate two sexes in the proper proportions. The genetic program for sexual dimorphism has been a major focus of research in these two organisms almost from the moment they were chosen for study, and it may now be the best-understood general aspect of their development. In this review, we compare and contrast the strategies used for sex determination (including dosage compensation) between 'the fly' and 'the worm' and the way this understanding has come about. Although no overlap has been found among the molecules used by flies and worms to achieve sex determination, striking similarities have been found in the genetic strategies used by these two species to differentiate their sexes.","L27014481 1997-02-08","10.1146/annurev.genet.30.1.637","Caenorhabditis elegans;cell differentiation;cell growth;Drosophila melanogaster;evolution;female;gene expression regulation;gene switching;hermaphroditism;male;nonhuman;priority journal;review;sex determination;sex difference;sex differentiation;X chromosome inactivation;X chromosome linkage",NA,NA
"313","rayyan-902924985","X-inclusion: Analyzing x-chromosome in whole genome association studies of variance heterogeneity",2016,NA,NA,"Genetic Epidemiology","0741-0395",40,7,"631","Deng, W. Q. and Sun, L.","https://www.embase.com/search/results?subaction=viewrecord&id=L618504880&from=exporthttp://dx.doi.org/10.1002/gepi.22001",NA,NA,NA,"Genetic variants associated with variance heterogeneity of quantitative traits are considered promising candidates to follow-up. Similar to genetic association studies of main effects, this approach to discover potentially interacting SNPs has so far been restricted to autosomes. Extension to X-chromosomal SNPs faces several analytical challenges including dosage compensation via X-inactivation and allelic heterogeneity. Focusing on Levene's test to detect phenotypic variance differences associated with the genotype groups of an X-chromosome SNP, we first note that sex can be an inherent confounder; sex necessarily correlates with the number of minor allele of the SNP, and it could also correlate, through both mean and variance, with the distribution of quantitative traits that exhibit sexual dimorphism, such as height and BMI. We then show theoretically that the naïve 3-group analytical strategy combining the genotypes of females and males could lead to spurious variance signals through confounding. We also provide results from extensive simulation and application studies to show that 1) the extent of confounding depends on the discrepancy between the two sex-stratified trait distributions, 2) a 5-group analytical approach accounting for the inherent sex-specific mean and variance effects is the most robust, and 3) there is much need for novel broad-sense her-itability estimation methods that incorporate X-chromosome loci.","L618504880 2017-10-05","10.1002/gepi.22001","adult;body mass;female;gene frequency;genome-wide association study;genotype;height;male;quantitative trait;sex difference;simulation;X chromosome;X Chromosome;Genome;Genomics",NA,NA
"314","rayyan-902924986","Sex Differences in Autoimmune Disease",2006,NA,NA,"Orthopedic Clinics of North America","0030-5898",37,4,"629-633","Lockshin, M. D.","https://www.embase.com/search/results?subaction=viewrecord&id=L44829853&from=exporthttp://dx.doi.org/10.1016/j.ocl.2006.08.002",NA,NA,NA,"Many, but not all, autoimmune diseases primarily affect women. Female/male ratios range from 10:1 to 1:3. In humans, severity of illness does not differ between men and women. Men and women respond similarly to infection and vaccination, which suggests that the intrinsic differences in immune response between the sexes do not account for differences in disease frequency. In autoimmune-like illnesses caused by recognized environmental agents, sex discrepancy is usually explained by differences in exposure. Because the beginnings of autoimmune diseases can be identified decades before clinical illness, a causative factor also would have to be sought decades before illness. Endogenous hormones are not a likely explanation for sex discrepancy; hormones could have an effect if the effect is a threshold rather than quantitative. X and Y chromosomal differences have not been studied in depth. Other possibilities to explain sex discrepancy include chronobiologic differences and various other biologies, such as pregnancy and menstruation, in which men differ from women. © 2006 Elsevier Inc. All rights reserved.","L44829853 2006-12-29","10.1016/j.ocl.2006.08.002","estrogen;testosterone;tumor necrosis factor;ankylosing spondylitis;antibody titer;autoimmune disease;autoimmune hemolytic anemia;castration;Crohn disease;environmental exposure;estrogen therapy;genetic susceptibility;Goodpasture syndrome;Graves disease;Hashimoto disease;human;idiopathic thrombocytopenic purpura;insulin dependent diabetes mellitus;multiple sclerosis;myasthenia gravis;nonhuman;pathogenesis;pemphigus;pregnancy;priority journal;review;rheumatic disease;rheumatoid arthritis;sex difference;Sjoegren syndrome;systemic lupus erythematosus;vaccination;vitiligo;X chromosome inactivation;Y chromosome;Sex Characteristics;Autoimmune Diseases;Autoimmunity",NA,NA
"315","rayyan-902924987","Why women have more autoimmune diseases than men: An evolutionary perspective",2021,3,NA,"Evolutionary Applications","1752-4571 J9 - EVOL APPL",14,3,"629-633","Kronzer, V. L. and Bridges, S. L. and Davis, J. M.","",NA,NA,NA,"Women have up to a fourfold increase in risk for autoimmune disease compared to men. Many explanations have been proposed, including sex hormones, the X chromosome, microchimerism, environmental factors, and the microbiome. However, the mechanism for this autoimmune sex bias remains obscure. In this manuscript, we evaluate the hypothesis that qualitative or quantitative differences in circulating antibodies may explain, at least in part, the pathogenesis of autoimmune disease and its sex bias-especially when considering an evolutionary perspective. Indeed, women have higher absolute levels of antibodies than men, and (auto)antibodies are also associated with most autoimmune diseases. Several facts suggest differences in antibodies may cause increased prevalence of autoimmune disease in women. First, the association between increased quantities of serum antibodies and increased prevalence of autoimmunity is found not only in women, but also in men with Klinefelter syndrome. Second, both serum antibody levels and autoimmunity spike in the postpartum period. Third, a dose-response effect exists between parity and both serum antibodies and prevalence of autoimmune disease. Fourth, many biologically plausible mechanisms explain the association, such as T cell-dependent activation of B cells and/or VGLL3. The evolutionary underpinning of increased antibodies in women is likely to be protection of offspring from infections. Overall, this evolutionary paradigm can help explain why the phenomenon of autoimmunity occurs preferentially in women and raises the possibility of new treatment options.","Times Cited in Web of Science Core Collection: 8 Total Times Cited: 9 Cited Reference Count: 62","10.1111/eva.13167","autoantibody;autoimmune;evolution;gender;immunoglobulin;X-CHROMOSOME INACTIVATION;SEX-DIFFERENCES;KLINEFELTERS-SYNDROME;RHEUMATOID-ARTHRITIS;GENDER-DIFFERENCES;GUT MICROBIOME;CD40 LIGAND;EXPRESSION;RISK;AUTOANTIBODIES;Autoimmune Diseases;Autoimmunity",NA,NA
"316","rayyan-902924988","Is autoimmunity a matter of sex?",2008,NA,NA,"Autoimmunity Reviews","1568-9972",7,8,"626-630","Lleo, A. and Battezzati, P. M. and Selmi, C. and Gershwin, M. E. and Podda, M.","https://www.embase.com/search/results?subaction=viewrecord&id=L50196120&from=exporthttp://dx.doi.org/10.1016/j.autrev.2008.06.009",NA,NA,NA,"Autoimmune diseases include several conditions that cumulatively are estimated to affect over 5% of the US population with a striking female predominance reported for most of them. The cause and mechanisms of this sex bias remains unknown despite multiple proposed hypotheses. Indeed, it is well established in several experimental settings that the human immune system exhibits sexual dimorphism with basic immune responses differing between females and males. Among candidate factors to explain these differences we note that particular attention has been primarily devoted to sex hormones, yet data have been inconclusive or have not been confirmed. The same seems to apply to the hypothesis of fetal microchimerism. Most recently, sex chromosome abnormalities and skewed X chromosome inactivation have been suggested as novel players, particularly in later-onset diseases. We review herein the most recent data on the mechanisms proposed for the female predominance. We also attempt to determine whether observed sex ratios are in fact the result of sex-biased awareness in case-finding studies. © 2008 Elsevier B.V. All rights reserved.","L50196120 2008-10-23","10.1016/j.autrev.2008.06.009","androgen;estrogen;prolactin;sex hormone;autoimmune disease;autoimmunity;genetic analysis;human;immune response;immune system;microchimerism;prevalence;review;sex chromosome aberration;sex difference;sex ratio;X chromosome inactivation",NA,NA
"317","rayyan-902924989","Improving clinical outcomes through attention to sex and hormones in research",2021,10,NA,"Nature Reviews Endocrinology","1759-5029 1759-5037 J9 - NAT REV ENDOCRINOL",17,10,"625-635","Mielke, M. M. and Miller, V. M.","",NA,NA,NA,"Sex differences can have important implications in research and medical care. This Review will outline our understanding on sex differences, and will offer strategies that, if implemented, will provide information with which to personalize and improve health care for all people. Biological sex, fluctuations in sex steroid hormones throughout life and gender as a social construct all influence every aspect of health and disease. Yet, for decades, most basic and clinical studies have included only male individuals. As modern health care moves towards personalized medicine, it is clear that considering sex and hormonal status in basic and clinical studies will bring precision to the development of novel therapeutics and treatment paradigms. To this end, funding, regulatory and policy agencies now require inclusion of female animals and women in basic and clinical studies. However, inclusion of female animals and women often does not mean that information regarding potential hormonal interactions with pharmacological treatments or clinical outcomes is available. All sex steroid hormones can interact with receptors for drug targets, metabolism and transport. Genetic variation in receptors or in enzymatic function might contribute to sex differences in therapeutic efficacy and adverse drug reactions. Outcomes from clinical trials are often not reported by sex, and, if the data are available, they are not translated into clinical practice guidelines. This Review will provide a historical perspective for the current state of research related to hormone trials and provide concrete strategies that, if implemented, will improve the health of all people.","Times Cited in Web of Science Core Collection: 2 Total Times Cited: 2 Cited Reference Count: 147","10.1038/s41574-021-00531-z","x-chromosome inactivation;adverse drug-reactions;androgen deprivation therapy;coronary-heart-disease;bone-mineral density;all-cause mortality;follow-up;postmenopausal estrogen;primary prevention;prostate-cancer;Gonadal Steroid Hormones",NA,NA
"318","rayyan-902924990","Sex Differences in Bladder Cancer Immunobiology and Outcomes: A Collaborative Review with Implications for Treatment",2020,NA,NA,"European Urology Oncology","2588-9311",3,5,"622-630","Koti, M. and Ingersoll, M. A. and Gupta, S. and Lam, C. M. and Li, X. and Kamat, A. M. and Black, P. C. and Siemens, D. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L2007885093&from=exporthttp://dx.doi.org/10.1016/j.euo.2020.08.013",NA,NA,NA,"Context: Urothelial carcinoma of the bladder (UCB) exhibits significant sexual dimorphism in the incidence, etiology, and response to intravesical immunotherapy. Environmental factors such as tobacco use and clinical management issues such as delayed presentation have widely been associated with sex differences in UCB outcomes. Emerging findings from immune checkpoint blockade trials are suggestive of differential outcomes in females compared with males. Sex-specific differences in the way immune system functions and responds to pathogenic insults are well established. As such, an in-depth understanding of the genetic and epigenetic factors contributing to sex-associated differences in response to immunomodulatory therapies is needed urgently for improved management of UCB. Objective: To review the associations between patient sex and clinical outcomes, with a focus on the incidence, host intrinsic features, and response to therapies in UCB. Evidence acquisition: Using the PubMed database, this narrative review evaluates published findings from mouse model-based and clinical cohort studies to identify factors associated with sex and clinical outcomes in bladder cancer. A scoping review of the key findings on epidemiology, genetic, hormonal, immune physiology, and clinical outcomes was performed to explore potential factors that could have implications in immunomodulatory therapy design. Evidence synthesis: Sex-associated differences in UCB incidence and clinical outcomes are influenced by sex hormones, local bladder resident immune populations, tumor genetics, and bladder microbiome. In the context of therapeutic outcomes, sex differences are prominent in response to bacillus Calmette-Guérin immunotherapy used in the treatment of non–muscle-invasive bladder cancer. Similarly, with respect to tumor molecular profiles in muscle-invasive bladder cancer, tumors from females show enrichment of the basal subtype. Conclusions: Among proposed tumor/host intrinsic factors that may influence response to immune-based therapies, patient sex remains a challenging consideration that deserves further attention. Evidence to date supports a multifactorial origin of sexual dimorphism in the incidence and outcomes of UCB. Patient summary: In this review, we highlight the sex-associated host and tumor intrinsic features that may potentially drive differential disease progression and therapeutic response in urothelial carcinoma of the bladder. Sexual dimorphism in bladder cancer incidence and clinical outcomes is well established. Significant differences in sex-associated physiological immune responses play critical roles in response to conventional and novel immunotherapy for bladder cancer.","L2007885093 2020-09-25","10.1016/j.euo.2020.08.013","androgen;androgen receptor;estrogen receptor alpha;sex hormone;steroid 5alpha reductase inhibitor;tamoxifen;adaptive immunity;bladder cancer;bladder microbiome;cancer genetics;cancer immunotherapy;cancer incidence;cancer survival;cancer therapy;clinical outcome;environmental factor;gene expression regulation;gene mutation;human;immune response;immunobiology;immunomodulation;innate immunity;intrinsic activity;microflora;nonhuman;priority journal;protein function;review;sex difference;survival rate;transitional cell carcinoma;treatment outcome;treatment response;X chromosome inactivation;Urinary Bladder Neoplasms;Sex Characteristics",NA,NA
"319","rayyan-902924991","A transient heterochromatic state in Xist preempts X inactivation choice without RNA stabilization",2006,NA,NA,"Molecular Cell","1097-2765",21,5,"617-628","Sun, B. K. and Deaton, A. M. and Lee, J. T.","https://www.embase.com/search/results?subaction=viewrecord&id=L43290729&from=exporthttp://dx.doi.org/10.1016/j.molcel.2006.01.028",NA,NA,NA,"X chromosome inactivation (XCI) depends on a noncoding sense-antisense transcript pair, Xist and Tsix. At the onset of XCI, Xist RNA accumulates on one of two Xs, coating and silencing the chromosome in cis. The molecular basis for monoallelic Xist upregulation is not known, though evidence predominantly supports a posttranscriptional mechanism through RNA stabilization. Here, we test whether Tsix RNA destabilizes Xist RNA. Unexpectedly, we find that Xist upregulation is not based on transcript stabilization at all but is instead controlled by transcription in a sex-specific manner. Tsix directly regulates its transcription. On the future inactive X, Tsix downregulation induces a transient heterochromatic state in Xist, followed paradoxically by high-level Xist expression. A Tsix-deficient X chromosome adopts the heterochromatic state in pre-XCI cells. This state persists through XCI establishment and ""reverts"" to a euchromatic state during XCI maintenance. We have therefore identified chromatin marks that preempt and predict asymmetric Xist expression. ©2006 Elsevier Inc.","L43290729 2006-03-21","10.1016/j.molcel.2006.01.028","allele;article;chromatin;DNA methylation;down regulation;female;gene expression;gene silencing;genetic transcription;male;nonhuman;nucleotide sequence;posttranscriptional gene silencing;RNA stability;sex determination;upregulation;RNA",NA,NA
"320","rayyan-902924992","Commentary on ""A Role for the X Chromosome in Sex Differences in Variability in General Intelligence?"" (Johnson et al., 2009)",2009,11,NA,"Perspect Psychol Sci","1745-6916 (Print) 1745-6916",4,6,"615-621","Craig, I. W. and Haworth, C. M. and Plomin, R.","",NA,NA,NA,"Johnson et al.'s (2009) article highlights the role of X-chromosomal genes in general intelligence and draws attention to their potential role in explaining the observed greater variance for this trait in males and their excess at both extremes of the distribution. We note that this would result from a simple additive effect of X-linked intelligence genes and also discuss the potentially important contribution of recessive deleterious loci. The buffering effect of heterozygosity in females will be partly constrained by the skewing of X-inactivation patterns increasing the variance of females beyond what is expected. Furthermore, escape of some X-linked genes from in-activation may also be relevant to male-female variance comparisons. We also comment on the difficulty of establishing the extent to which the X chromosome is enriched for intelligence genes and point out that their estimates of the proportion of genes influencing general intelligence that might be located on the X chromosome rely on some doubtful premises, especially concerning the likely equivalence of X-linked gene action in males and females. Finally, we discuss the increasingly compelling evidence for the accumulation of genes on the X chromosome that have selective benefit to males, including those implicated infertility and some manifestations of intelligence.","Craig, Ian W Haworth, Claire M A Plomin, Robert G19/2/MRC_/Medical Research Council/United Kingdom Journal Article United States 2009/11/01 Perspect Psychol Sci. 2009 Nov;4(6):615-21. doi: 10.1111/j.1745-6924.2009.01170.x.","10.1111/j.1745-6924.2009.01170.x","Sex Characteristics;X Chromosome;Sex Chromosomes",NA,NA
